Codigo,Sector,Area,Servicio,Elemento
E01-PSurPA-Ce-V12,Edificio principal,Pasillo Sur Planta Alta,Cerramiento,Ventana exterior
E01-PSurPA-Ce-V13,Edificio principal,Pasillo Sur Planta Alta,Cerramiento,Ventana exterior
E01-PSurPA-Ce-V14,Edificio principal,Pasillo Sur Planta Alta,Cerramiento,Ventana exterior
E01-PSurPA-Ed-Gral,Edificio principal,Pasillo Sur Planta Alta,Edilicio,General
E01-PSurPA-EE-Bast01,Edificio principal,Pasillo Sur Planta Alta,Energía Eléctrica,Punto + Toma
E01-PSurPA-EE-Bast02,Edificio principal,Pasillo Sur Planta Alta,Energía Eléctrica,Punto
E01-PSurPA-EE-Bast03,Edificio principal,Pasillo Sur Planta Alta,Energía Eléctrica,Punto
E01-PSurPA-EE-Bast04,Edificio principal,Pasillo Sur Planta Alta,Energía Eléctrica,Toma
E01-PSurPA-EE-Bast05,Edificio principal,Pasillo Sur Planta Alta,Energía Eléctrica,3 x 1 Punto
E01-PSurPA-G-Cal01,Edificio principal,Pasillo Sur Planta Alta,Gas,Calefactor Sin Salida
E01-PSurPA-G-Cal02,Edificio principal,Pasillo Sur Planta Alta,Gas,Calefactor Sin Salida
E01-PSurPA-G-Cal03,Edificio principal,Pasillo Sur Planta Alta,Gas,Calefactor Sin Salida
E01-PSurPA-G-Cal04,Edificio principal,Pasillo Sur Planta Alta,Gas,Calefactor tiro balanceado
E01-PSurPA-Ilum-LE01,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Luz de emergencia
E01-PSurPA-Ilum-LE02,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Luz de emergencia
E01-PSurPA-Ilum-LE03,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Luz de emergencia
E01-PSurPA-Ilum-LE04,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Luz de emergencia
E01-PSurPA-Ilum-LE05,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Luz de emergencia
E01-PSurPA-Ilum-Lum01,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum02,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum03,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum04,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum05,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum06,Edificio principal,Pasillo Sur Planta Alta,Iluminación,Tubo Fluorescente 36 W
E01-PSurPA-Ilum-Lum07,Edificio principal,Pasillo Sur Planta Alta,Iluminación,2 x Dulux 26 W
E01-PSurPA-Ilum-Lum08,Edificio principal,Pasillo Sur Planta Alta,Iluminación,2 x Dulux 26 W
E01-PSurPB-Ce-P01,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Puerta parque sur dasuten
E01-PSurPB-Ce-P02,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Puerta exterior Oeste
E01-PSurPB-Ce-V01,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V02,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V03,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V04,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V05,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V06,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V07,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V08,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V09,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ce-V10,Edificio principal,Pasillo Sur Planta Baja,Cerramiento,Ventana exterior
E01-PSurPB-Ed-Gral,Edificio principal,Pasillo Sur Planta Baja,Edilicio,General
E01-PSurPB-EE-Bast01,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,3 x 1 Punto
E01-PSurPB-EE-Bast02,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,2 x 1 Punto
E01-PSurPB-EE-Bast03,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,2 x 1 Punto
E01-PSurPB-EE-Bast04,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,Toma
E01-PSurPB-EE-Bast05,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,2 x 1 Punto
E01-PSurPB-EE-Bast06,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,2 x 1 Punto
E01-PSurPB-EE-Bast07,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,3 x 1 Punto
E01-PSurPB-EE-Bast08,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,Toma
E01-PSurPB-EE-Bast09,Edificio principal,Pasillo Sur Planta Baja,Energía Eléctrica,Toma
E01-PSurPB-G-Cal01,Edificio principal,Pasillo Sur Planta Baja,Gas,Calefactor tiro balanceado
E01-PSurPB-G-Cal02,Edificio principal,Pasillo Sur Planta Baja,Gas,Calefactor tiro balanceado
E01-PSurPB-G-Cal03,Edificio principal,Pasillo Sur Planta Baja,Gas,Calefactor tiro balanceado
E01-PSurPB-Ilum-LE01,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Luz de emergencia
E01-PSurPB-Ilum-LE02,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Luz de emergencia
E01-PSurPB-Ilum-LE03,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Luz de emergencia
E01-PSurPB-Ilum-LE04,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Luz de emergencia
E01-PSurPB-Ilum-Lum01,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Tubo Fluorescente 36 W
E01-PSurPB-Ilum-Lum02,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Tubo Fluorescente 36 W
E01-PSurPB-Ilum-Lum03,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Tubo Fluorescente 36 W
E01-PSurPB-Ilum-Lum04,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Tubo Fluorescente 36 W
E01-PSurPB-Ilum-Lum05,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Tubo Fluorescente 36 W
E01-PSurPB-Ilum-Lum06,Edificio principal,Pasillo Sur Planta Baja,Iluminación,2 x Tubo fluorescente 36 W
E01-PSurPB-Ilum-Lum07,Edificio principal,Pasillo Sur Planta Baja,Iluminación,2 x Tubo fluorescente 36 W
E01-PSurPB-Ilum-Lum08,Edificio principal,Pasillo Sur Planta Baja,Iluminación,2 x Tubo fluorescente 36 W
E01-PSurPB-Ilum-Lum09,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Incandescente 25W
E01-PSurPB-Ilum-Sal01,Edificio principal,Pasillo Sur Planta Baja,Iluminación,Cartel lumínico salida de emergencia
E01-VP-Ed-Gral,Edificio principal,Vereda Perimetral,Edilicio,General
E01-VP-EE-TabS,Edificio principal,Vereda Perimetral,Energía Eléctrica,Tablero seccional - Control Luminarias
E01-VP-G-Reg01,Edificio principal,Vereda Perimetral,Gas,Casilla regulador gas
E01-VP-G-Reg02,Edificio principal,Vereda Perimetral,Gas,Casilla regulador gas
E01-VP-G-Reg03,Edificio principal,Vereda Perimetral,Gas,Casilla regulador gas
E01-VP-Ilum-Cart01,Edificio principal,Vereda Perimetral,Iluminación,Cartel Bienvenidos
E01-VP-Ilum-LExt01,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt02,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt03,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt04,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt05,Edificio principal,Vereda Perimetral,Iluminación,HQI 250 W
E01-VP-Ilum-LExt06,Edificio principal,Vereda Perimetral,Iluminación,HQI 250 W
E01-VP-Ilum-LExt07,Edificio principal,Vereda Perimetral,Iluminación,HQI 250 W
E01-VP-Ilum-LExt08,Edificio principal,Vereda Perimetral,Iluminación,HQI 250 W
E01-VP-Ilum-LExt09,Edificio principal,Vereda Perimetral,Iluminación,Proyector LED 50 W
E01-VP-Ilum-LExt10,Edificio principal,Vereda Perimetral,Iluminación,Proyector LED 50 W
E01-VP-Ilum-LExt11,Edificio principal,Vereda Perimetral,Iluminación,HQI 250 W
E01-VP-Ilum-LExt12,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt13,Edificio principal,Vereda Perimetral,Iluminación,HQI 400 W
E01-VP-Ilum-LExt14,Edificio principal,Vereda Perimetral,Iluminación,SAP 400 W
E01-VP-Ilum-LExt15,Edificio principal,Vereda Perimetral,Iluminación,Proyector LED 100 W
E01-VP-Ilum-LExt16,Edificio principal,Vereda Perimetral,Iluminación,SAP 400 W
E01-VP-Ilum-LExt17,Edificio principal,Vereda Perimetral,Iluminación,SAP 400 W
E02-01-AA-AA01,Cuarto Nivel,Hall,Aire acondicionado,Aire acondicionado
E02-01-Ce-P01,Cuarto Nivel,Hall,Cerramiento,Puerta ingreso doble hoja
E02-01-Ce-P02,Cuarto Nivel,Hall,Cerramiento,Puerta ingreso doble hoja
E02-01-Ed-Gral,Cuarto Nivel,Hall,Edilicio,General
E02-01-EE-Bast01,Cuarto Nivel,Hall,Energía Eléctrica,2 x 1 Punto
E02-01-EE-Bast02,Cuarto Nivel,Hall,Energía Eléctrica,Punto
E02-01-EE-Bast03,Cuarto Nivel,Hall,Energía Eléctrica,Toma doble
E02-01-EE-Bast04,Cuarto Nivel,Hall,Energía Eléctrica,Toma doble
E02-01-EE-Bast05,Cuarto Nivel,Hall,Energía Eléctrica,Toma doble
E02-01-EE-Bast06,Cuarto Nivel,Hall,Energía Eléctrica,Toma doble
E02-01-EE-TabG,Cuarto Nivel,Hall,Energía Eléctrica,Tablero General
E02-01-G-Cal01,Cuarto Nivel,Hall,Gas,Calefactor tiro balanceado
E02-01-Ilum-LE01,Cuarto Nivel,Hall,Iluminación,Luz de emergencia
E02-01-Ilum-LE02,Cuarto Nivel,Hall,Iluminación,Luz de emergencia
E02-01-Ilum-Lum01,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Lum02,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Lum03,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Lum04,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Lum05,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Lum06,Cuarto Nivel,Hall,Iluminación,3 x Tubo fluorescente 36 W
E02-01-Ilum-Sal01,Cuarto Nivel,Hall,Iluminación,Cartel lumínico "SALIDA"
E02-02-Ce-P01,Cuarto Nivel,Oficina atención posgrados,Cerramiento,Puerta ingreso
E02-02-Ce-V01,Cuarto Nivel,Oficina atención posgrados,Cerramiento,Ventana corrediza atención
E02-02-Ed-Gral,Cuarto Nivel,Oficina atención posgrados,Edilicio,General
E02-02-EE-Bast01,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,3 x 1 Punto
E02-02-EE-Bast02,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,Toma doble
E02-02-EE-Bast03,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,Toma doble
E02-02-EE-Bast04,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,Toma doble
E02-02-EE-Bast05,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,Toma doble
E02-02-EE-TabS,Cuarto Nivel,Oficina atención posgrados,Energía Eléctrica,Tablero Seccional
E02-02-Ilum-LE01,Cuarto Nivel,Oficina atención posgrados,Iluminación,Luz de emergencia
E02-02-Ilum-Lum01,Cuarto Nivel,Oficina atención posgrados,Iluminación,2 x Dulux 26 W
E02-02-Ilum-Lum02,Cuarto Nivel,Oficina atención posgrados,Iluminación,2 x Dulux 26 W
E02-02-Ilum-Lum03,Cuarto Nivel,Oficina atención posgrados,Iluminación,2 x Dulux 26 W
E02-02-Ilum-Lum04,Cuarto Nivel,Oficina atención posgrados,Iluminación,2 x Dulux 26 W
E02-02-Ilum-Lum05,Cuarto Nivel,Oficina atención posgrados,Iluminación,Dicroica cielorraso
E02-02-Ilum-Lum06,Cuarto Nivel,Oficina atención posgrados,Iluminación,Dicroica cielorraso
E02-02-Ilum-Lum07,Cuarto Nivel,Oficina atención posgrados,Iluminación,Dicroica cielorraso
E02-02-Ilum-Lum08,Cuarto Nivel,Oficina atención posgrados,Iluminación,Dicroica cielorraso
E02-03-AA-AA01,Cuarto Nivel,Secretaría Posgrados,Aire acondicionado,Aire acondicionado
E02-03-Ce-P01,Cuarto Nivel,Secretaría Posgrados,Cerramiento,Puerta ingreso
E02-03-Ce-P02,Cuarto Nivel,Secretaría Posgrados,Cerramiento,Puerta interna
E02-03-Ce-V01,Cuarto Nivel,Secretaría Posgrados,Cerramiento,Ventana exterior bisagra superior
E02-03-Ed-Gral,Cuarto Nivel,Secretaría Posgrados,Edilicio,General
E02-03-EE-Bast01,Cuarto Nivel,Secretaría Posgrados,Energía Eléctrica,2 x 1 Punto
E02-03-EE-Bast02,Cuarto Nivel,Secretaría Posgrados,Energía Eléctrica,Toma doble
E02-03-EE-Bast03,Cuarto Nivel,Secretaría Posgrados,Energía Eléctrica,Toma doble
E02-03-EE-Bast04,Cuarto Nivel,Secretaría Posgrados,Energía Eléctrica,Toma doble
E02-03-G-Cal01,Cuarto Nivel,Secretaría Posgrados,Gas,Calefactor tiro balanceado
E02-03-Ilum-Lum01,Cuarto Nivel,Secretaría Posgrados,Iluminación,2 x Dulux 26 W
E02-03-Ilum-Lum02,Cuarto Nivel,Secretaría Posgrados,Iluminación,2 x Dulux 26 W
E02-03-Ilum-Lum03,Cuarto Nivel,Secretaría Posgrados,Iluminación,3 x Tubo fluorescente 36 W
E02-04-Ce-P01,Cuarto Nivel,Aula 25,Cerramiento,Puerta ingreso
E02-04-Ce-V01,Cuarto Nivel,Aula 25,Cerramiento,Ventana exterior bisagra superior
E02-04-Ce-V02,Cuarto Nivel,Aula 25,Cerramiento,Ventana exterior bisagra superior
E02-04-Ed-Gral,Cuarto Nivel,Aula 25,Edilicio,General
E02-04-EE-Bast01,Cuarto Nivel,Aula 25,Energía Eléctrica,Toma doble
E02-04-EE-Bast02,Cuarto Nivel,Aula 25,Energía Eléctrica,Toma doble
E02-04-EE-Bast03,Cuarto Nivel,Aula 25,Energía Eléctrica,Toma doble
E02-04-Ilum-Lum01,Cuarto Nivel,Aula 25,Iluminación,2 x Dulux 26 W
E02-04-Ilum-Lum02,Cuarto Nivel,Aula 25,Iluminación,2 x Dulux 26 W
E02-04-Ilum-Lum03,Cuarto Nivel,Aula 25,Iluminación,3 x Tubo fluorescente 36 W
E02-05-Ag-CanB01,Cuarto Nivel,Baño Capacidad Diferente  ,Agua potable,Canilla pulsador bacha baño
E02-05-Ag-Válv01,Cuarto Nivel,Baño Discapacitados,Agua potable,Valvula inodoro
E02-05-Ce-P01,Cuarto Nivel,Baño Discapacitados,Cerramiento,Puerta ingreso
E02-05-Cl-Bac01 ,Cuarto Nivel,Baño Discapacitados,Cloacas,Bacha porcelana baño
E02-05-Cl-InV01,Cuarto Nivel,Baño Discapacitados,Cloacas,Inodoro con valvula
E02-05-Ed-Gral,Cuarto Nivel,Baño Capacidad Diferente  ,Edilicio,General
E02-05-EE-Bast01,Cuarto Nivel,Baño Capacidad Diferente  ,Energía Eléctrica,Punto
E02-05-EE-Bast02,Cuarto Nivel,Baño Capacidad Diferente  ,Energía Eléctrica,Toma doble
E02-05-Ilum-Lum01,Cuarto Nivel,Baño Capacidad Diferente  ,Iluminación,2 x Dulux 26 W
E02-06-Ag-CanB01,Cuarto Nivel,Cocina,Agua potable,Canilla bacha cocina
E02-06-Ce-P01,Cuarto Nivel,Cocina,Cerramiento,Puerta ingreso
E02-06-Cl-Bac01 ,Cuarto Nivel,Cocina,Cloacas,Bacha acero inox cocina
E02-06-Ed-Gral,Cuarto Nivel,Cocina,Edilicio,General
E02-06-EE-Bast01,Cuarto Nivel,Cocina,Energía Eléctrica,Punto
E02-06-EE-Bast02,Cuarto Nivel,Cocina,Energía Eléctrica,Toma doble
E02-06-Ilum-Lum01,Cuarto Nivel,Cocina,Iluminación,2 x Dulux 26 W
E02-07-Ag-Can01,Cuarto Nivel,Baño Mujeres,Agua potable,Canilla pared 1/2"
E02-07-Ag-CanB01,Cuarto Nivel,Baño Mujeres,Agua potable,Canillla pulsador bacha baño
E02-07-Ag-CanB02,Cuarto Nivel,Baño Mujeres,Agua potable,Canillla pulsador bacha baño
E02-07-Ag-CanB03,Cuarto Nivel,Baño Mujeres,Agua potable,Canillla pulsador bacha baño
E02-07-Ag-CanB04,Cuarto Nivel,Baño Mujeres,Agua potable,Canillla pulsador bacha baño
E02-07-Ag-Válv01,Cuarto Nivel,Baño Mujeres,Agua potable,Válvula inodoro
E02-07-Ag-Válv02,Cuarto Nivel,Baño Mujeres,Agua potable,Válvula inodoro
E02-07-Ce-P01,Cuarto Nivel,Baño Mujeres,Cerramiento,Puerta ingreso
E02-07-Ce-P02,Cuarto Nivel,Baño Mujeres,Cerramiento,Puerta InV01
E02-07-Ce-P03,Cuarto Nivel,Baño Mujeres,Cerramiento,Puerta InV02
E02-07-Ce-V01,Cuarto Nivel,Baño Mujeres,Cerramiento,Ventanilla respiradero
E02-07-Cl-Bac01,Cuarto Nivel,Baño Mujeres,Cloacas,Bacha baño acero inox
E02-07-Cl-Bac02,Cuarto Nivel,Baño Mujeres,Cloacas,Bacha baño acero inox
E02-07-Cl-Bac03,Cuarto Nivel,Baño Mujeres,Cloacas,Bacha baño acero inox
E02-07-Cl-Bac04,Cuarto Nivel,Baño Mujeres,Cloacas,Bacha baño acero inox
E02-07-Cl-InV01,Cuarto Nivel,Baño Mujeres,Cloacas,Inodoro con valvula
E02-07-Cl-InV02,Cuarto Nivel,Baño Mujeres,Cloacas,Inodoro con valvula
E02-07-Ed-Gral,Cuarto Nivel,Baño Mujeres,Edilicio,General
E02-07-EE-Bast01,Cuarto Nivel,Baño Mujeres,Energía Eléctrica,2 x 1 Punto
E02-07-EE-Bast02,Cuarto Nivel,Baño Mujeres,Energía Eléctrica,Toma doble
E02-07-EE-Bast03,Cuarto Nivel,Baño Mujeres,Energía Eléctrica,Toma doble
E02-07-Ilum-Lum01,Cuarto Nivel,Baño Mujeres,Iluminación,2 x Dulux 26 W
E02-07-Ilum-Lum02,Cuarto Nivel,Baño Mujeres,Iluminación,2 x Dulux 26 W
E02-07-Ilum-Lum03,Cuarto Nivel,Baño Mujeres,Iluminación,2 x Dulux 26 W
E02-08-Ag-Can01,Cuarto Nivel,Baño Hombres,Agua potable,Canilla pared 1/2"
E02-08-Ag-CanB01,Cuarto Nivel,Baño Hombres,Agua potable,Canillla pulsador bacha baño
E02-08-Ag-CanB02,Cuarto Nivel,Baño Hombres,Agua potable,Canillla pulsador bacha baño
E02-08-Ag-CanB03,Cuarto Nivel,Baño Hombres,Agua potable,Canillla pulsador bacha baño
E02-08-Ag-CanB04,Cuarto Nivel,Baño Hombres,Agua potable,Canillla pulsador bacha baño
E02-08-Ag-CanM01,Cuarto Nivel,Baño Hombres,Agua potable,Canilla pulsador mingitorio
E02-08-Ag-CanM02,Cuarto Nivel,Baño Hombres,Agua potable,Canilla pulsador mingitorio
E02-08-Ag-Válv01,Cuarto Nivel,Baño Hombres,Agua potable,Válvula inodoro
E02-08-Ag-Válv02,Cuarto Nivel,Baño Hombres,Agua potable,Válvula inodoro
E02-08-Ce-P01,Cuarto Nivel,Baño Hombres,Cerramiento,Puerta ingreso
E02-08-Ce-P02,Cuarto Nivel,Baño Hombres,Cerramiento,Puerta InV01
E02-08-Ce-P03,Cuarto Nivel,Baño Hombres,Cerramiento,Puerta InV02
E02-08-Ce-V01,Cuarto Nivel,Baño Hombres,Cerramiento,Ventanilla respiradero
E02-08-Cl-Bac01,Cuarto Nivel,Baño Hombres,Cloacas,Bacha baño acero inox
E02-08-Cl-Bac02,Cuarto Nivel,Baño Hombres,Cloacas,Bacha baño acero inox
E02-08-Cl-Bac03,Cuarto Nivel,Baño Hombres,Cloacas,Bacha baño acero inox
E02-08-Cl-Bac04,Cuarto Nivel,Baño Hombres,Cloacas,Bacha baño acero inox
E02-08-Cl-InV01,Cuarto Nivel,Baño Hombres,Cloacas,Inodoro con valvula
E02-08-Cl-InV02,Cuarto Nivel,Baño Hombres,Cloacas,Inodoro con valvula
E02-08-Cl-Ming01,Cuarto Nivel,Baño Hombres,Cloacas,Mingitorio
E02-08-Cl-Ming02,Cuarto Nivel,Baño Hombres,Cloacas,Mingitorio
E02-08-Ed-Gral,Cuarto Nivel,Baño Hombres,Edilicio,General
E02-08-EE-Bast01,Cuarto Nivel,Baño Hombres,Energía Eléctrica,2 x 1 Punto
E02-08-EE-Bast02,Cuarto Nivel,Baño Hombres,Energía Eléctrica,Toma doble
E02-08-Ilum-Lum01,Cuarto Nivel,Baño Hombres,Iluminación,2 x Dulux 26 W
E02-08-Ilum-Lum02,Cuarto Nivel,Baño Hombres,Iluminación,2 x Dulux 26 W
E02-08-Ilum-Lum03,Cuarto Nivel,Baño Hombres,Iluminación,2 x Dulux 26 W
E02-08-Ilum-Lum04,Cuarto Nivel,Baño Hombres,Iluminación,2 x Dulux 26 W
E02-08-Ilum-Lum05,Cuarto Nivel,Baño Hombres,Iluminación,2 x Dulux 26 W
E02-09-Ed-Gral,Cuarto Nivel,Pasillo baños,Edilicio,General
E02-09-EE-Bast01,Cuarto Nivel,Pasillo baños,Energía Eléctrica,Punto
E02-09-EE-TabS,Cuarto Nivel,Pasillo baños,Energía Eléctrica,Tablero Seccional
E02-09-Ilum-LE01,Cuarto Nivel,Pasillo baños,Iluminación,Luz de emergencia
E02-09-Ilum-Lum01,Cuarto Nivel,Pasillo baños,Iluminación,2 x Dulux 26 W
E02-10-Ed-Gral,Cuarto Nivel,Vereda perimetral,Edilicio,General
E02-10-G-Reg01,Cuarto Nivel,Vereda perimetral,Gas,Casilla regulador de presión
E02-10-Ilum-LExt01,Cuarto Nivel,Vereda perimetral,Iluminación,Foco BC 32W
E02-10-Ilum-LExt02,Cuarto Nivel,Vereda perimetral,Iluminación,Foco BC 32W
E02-10-Ilum-LExt03,Cuarto Nivel,Vereda perimetral,Iluminación,Foco BC 32W
E02-10-Ilum-LExt04,Cuarto Nivel,Vereda perimetral,Iluminación,Foco BC 32W
E02-10-Ilum-LExt05,Cuarto Nivel,Vereda perimetral,Iluminación,Halógena exterior
E02-10-Ilum-LExt06,Cuarto Nivel,Vereda perimetral,Iluminación,Halógena exterior
E02-10-Ilum-LExt07,Cuarto Nivel,Vereda perimetral,Iluminación,Halógena exterior
E02-10-Ilum-LExt08,Cuarto Nivel,Vereda perimetral,Iluminación,Halógena exterior
E02-AA-AA-AA01,Cuarto Nivel,Aula A,Aire acondicionado,Aire acondicionado 18000 Frig
E02-AA-Ce-P01,Cuarto Nivel,Aula A,Cerramiento,Puerta ingreso doble hoja
E02-AA-Ce-V01,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ce-V02,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ce-V03,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ce-V04,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ce-V05,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ce-V06,Cuarto Nivel,Aula A,Cerramiento,Ventana exterior bisagra superior
E02-AA-Ed-Gral,Cuarto Nivel,Aula A,Edilicio,General
E02-AA-EE-Bast01,Cuarto Nivel,Aula A,Energía Eléctrica,3 x 1 Punto
E02-AA-EE-Bast02,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-Bast03,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-Bast04,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-Bast05,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-Bast06,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-Bast07,Cuarto Nivel,Aula A,Energía Eléctrica,Toma doble
E02-AA-EE-TabS,Cuarto Nivel,Aula A,Energía Eléctrica,Tablero Seccional
E02-AA-G-Cal01,Cuarto Nivel,Aula A,Gas,Calefactor tiro balanceado
E02-AA-G-Cal02,Cuarto Nivel,Aula A,Gas,Calefactor tiro balanceado
E02-AA-Ilum-LE01,Cuarto Nivel,Aula A,Iluminación,Luz de emergencia
E02-AA-Ilum-Lum01,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum02,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum03,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum04,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum05,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum06,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum07,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum08,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AA-Ilum-Lum09,Cuarto Nivel,Aula A,Iluminación,3 x Dulux 36 W
E02-AB-AA-AA01,Cuarto Nivel,Aula B,Aire acondicionado,Aire acondicionado 18000 Frig
E02-AB-Ce-P01,Cuarto Nivel,Aula B,Cerramiento,Puerta ingreso doble hoja
E02-AB-Ce-V01,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V02,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V03,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V04,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V05,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V06,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V07,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V08,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V09,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ce-V10,Cuarto Nivel,Aula B,Cerramiento,Ventana exterior bisagra superior
E02-AB-Ed-Gral,Cuarto Nivel,Aula B,Edilicio,General
E02-AB-EE-Bast01,Cuarto Nivel,Aula B,Energía Eléctrica,Toma doble
E02-AB-EE-Bast02,Cuarto Nivel,Aula B,Energía Eléctrica,2 x 1 Punto
