Codigo,Sector,Area,Servicio,Elemento
CD-Par-EE-TabS01,Campus Deportes,Parque,Energía Eléctrica,Tablero seccional principal
CD-Par-EE-TabS02,Campus Deportes,Parque,Energía Eléctrica,Tablero seccional 
CD-Par-EE-TabS03,Campus Deportes,Parque,Energía Eléctrica,Tablero seccional cancha
CD-Par-Ilum-LExt01,Campus Deportes,Parque,Iluminación,Foco BC 65 W
CD-Par-Ilum-LExt02,Campus Deportes,Parque,Iluminación,Foco BC 65 W
CD-Par-Ilum-LExt03,Campus Deportes,Parque,Iluminación,Foco BC 65 W
CD-Par-Ilum-LExt04,Campus Deportes,Parque,Iluminación,Foco BC 65 W
E01-01-AA-0Ale,Edificio principal,Salón de Actos,Aire acondicionado,Ale
E01-01-AA-AA01,Edificio principal,Salón de Actos,Aire acondicionado,Aire acondicionado
E01-01-AA-AA02,Edificio principal,Salón de Actos,Aire acondicionado,Aire acondicionado
E01-01-AA-AA03,Edificio principal,Salón de Actos,Aire acondicionado,Aire acondicionado
E01-01-Ce-P01,Edificio principal,Salón de Actos,Cerramiento,Puerta escenario - zótano
E01-01-Ce-Pent,Edificio principal,Salón de Actos,Cerramiento,Puerta Entrada
E01-01-Ce-Ppleg,Edificio principal,Salón de Actos,Cerramiento,Puerta Plegadiza
E01-01-Ce-V01,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V02,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V03,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V04,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V05,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V06,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V07,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V08,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V09,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V10,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V11,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V12,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V13,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V14,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V15,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ce-V16,Edificio principal,Salón de Actos,Cerramiento,Ventana Exterior
E01-01-Ed-Gral,Edificio principal,Salón de Actos,Edilicio,General
E01-01-EE-Bast01,Edificio principal,Salón de Actos,Energía Eléctrica,Toma doble
E01-01-EE-Bast02,Edificio principal,Salón de Actos,Energía Eléctrica,Toma doble
E01-01-EE-Bast03,Edificio principal,Salón de Actos,Energía Eléctrica,Toma
E01-01-EE-Bast04,Edificio principal,Salón de Actos,Energía Eléctrica,Toma doble
E01-01-EE-Bast05,Edificio principal,Salón de Actos,Energía Eléctrica,Punto + Toma
E01-01-EE-MotP,Edificio principal,Salón de Actos,Energía Eléctrica,Motor Pantalla Gigante
E01-01-EE-TabG,Edificio principal,Salón de Actos,Energía Eléctrica,Tablero General Salón de Actos
E01-01-EE-TabS01,Edificio principal,Salón de Actos,Energía Eléctrica,Tablero Seccional Escenario
E01-01-G-Cal01,Edificio principal,Salón de Actos,Gas,Calefactor tiro balanceado
E01-01-G-Cal02,Edificio principal,Salón de Actos,Gas,Calefactor Sin Salida
E01-01-G-Cal03,Edificio principal,Salón de Actos,Gas,Calefactor Sin Salida
E01-01-G-Cal04,Edificio principal,Salón de Actos,Gas,Calefactor Sin Salida
E01-01-G-Cal05,Edificio principal,Salón de Actos,Gas,Calefactor Sin Salida
E01-01-Ilum-LE01,Edificio principal,Salón de Actos,Iluminación,Luz de emergencia
E01-01-Ilum-LE02,Edificio principal,Salón de Actos,Iluminación,Luz de emergencia
E01-01-Ilum-LE03,Edificio principal,Salón de Actos,Iluminación,Luz de emergencia
E01-01-Ilum-LR01,Edificio principal,Salón de Actos,Iluminación,Luz Riel (15W + 15W + 20W)
E01-01-Ilum-LR02,Edificio principal,Salón de Actos,Iluminación,Luz Riel 20W
E01-01-Ilum-LR03,Edificio principal,Salón de Actos,Iluminación,Luz Riel (15W + 15W + 20W)
E01-01-Ilum-LR04,Edificio principal,Salón de Actos,Iluminación,Luz Riel 16W
E01-01-Ilum-Lum01,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum02,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum03,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum04,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum05,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum06,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum07,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum08,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum09,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum10,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum11,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum12,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum13,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum14,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum15,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum16,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum17,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum18,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum19,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum20,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum21,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum22,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum23,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum24,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum25,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum26,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum27,Edificio principal,Salón de Actos,Iluminación,2 x Tubo fluorescente 36 W
E01-01-Ilum-Lum28,Edificio principal,Salón de Actos,Iluminación,Foco 45 W
E01-01-Ilum-PCol01,Edificio principal,Salón de Actos,Iluminación,Proyector LED Color
E01-01-Ilum-PCol02,Edificio principal,Salón de Actos,Iluminación,Proyector LED Color
E01-02-AA-AA01,Edificio principal,Mesa de entradas y SEU,Aire acondicionado,Aire acondicionado
E01-02-Ce-P01,Edificio principal,Mesa de entradas y SEU,Cerramiento,Puerta ingreso Mesa de entrada
E01-02-Ce-P02,Edificio principal,Mesa de entradas y SEU,Cerramiento,Puerta ingreso atención SEU
E01-02-Ce-V01,Edificio principal,Mesa de entradas y SEU,Cerramiento,Ventana atencion
E01-02-Ce-V02,Edificio principal,Mesa de entradas y SEU,Cerramiento,Ventana patio interno
E01-02-Ce-V03,Edificio principal,Mesa de entradas y SEU,Cerramiento,Ventana patio interno
E01-02-Ce-V04,Edificio principal,Mesa de entradas y SEU,Cerramiento,Ventana patio interno
E01-02-Ed-Gral,Edificio principal,Mesa de entradas y SEU,Edilicio,General
E01-02-EE-Bast01,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Punto + Toma
E01-02-EE-Bast02,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Toma
E01-02-EE-Bast03,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Punto + Toma
E01-02-EE-Bast04,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Punto + Toma
E01-02-EE-TabS01,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Tablero Seccional
E01-02-EE-Var01,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Variador Velocidad Ventilador
E01-02-EE-Var02,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Variador Velocidad Ventilador
E01-02-EE-Vent01,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Ventilador techo
E01-02-EE-Vent02,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Ventilador techo
E01-02-EE-Zap01,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Zapatilla 4 bocas
E01-02-EE-Zap02,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Zapatilla 4 bocas
E01-02-EE-Zap03,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Zapatilla 4 bocas
E01-02-EE-Zap04,Edificio principal,Mesa de entradas y SEU,Energía Eléctrica,Zapatilla 4 bocas
E01-02-G-Cal01,Edificio principal,Mesa de entradas y SEU,Gas,Calefactor tiro balanceado
E01-02-Ilum-LE01,Edificio principal,Mesa de entradas y SEU,Iluminación,Luz de emergencia
E01-02-Ilum-Lum01,Edificio principal,Mesa de entradas y SEU,Iluminación,Tubo Fluorescente 36 W
E01-02-Ilum-Lum02,Edificio principal,Mesa de entradas y SEU,Iluminación,Tubo fluorescente 18W
E01-02-Ilum-Lum03,Edificio principal,Mesa de entradas y SEU,Iluminación,Tubo fluorescente 18W
E01-02-Ilum-Lum04,Edificio principal,Mesa de entradas y SEU,Iluminación,Tubo fluorescente 18W
E01-02-Ilum-Lum05,Edificio principal,Mesa de entradas y SEU,Iluminación,Tubo fluorescente 18W
E01-02-Ilum-Lum06,Edificio principal,Mesa de entradas y SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-02-Ilum-Lum07,Edificio principal,Mesa de entradas y SEU,Iluminación,3 x Tubo fluorescente 36 W
E01-03-AA-AA01,Edificio principal,SEU,Aire acondicionado,Aire acondicionado oficina
E01-03-AA-AA02,Edificio principal,SEU,Aire acondicionado,Aire acondicionado secretario
E01-03-Ce-P01,Edificio principal,SEU,Cerramiento,Puerta ingreso
E01-03-Ce-P02,Edificio principal,SEU,Cerramiento,Puerta secretario
E01-03-Ce-V01,Edificio principal,SEU,Cerramiento,Ventana pasillo
E01-03-Ce-V02,Edificio principal,SEU,Cerramiento,Ventana interna
E01-03-Ce-V03,Edificio principal,SEU,Cerramiento,Ventana patio interno
E01-03-Ce-V04,Edificio principal,SEU,Cerramiento,Ventana patio interno
E01-03-Ed-Gral,Edificio principal,SEU,Edilicio,General
E01-03-EE-Bast01,Edificio principal,SEU,Energía Eléctrica,Punto Lum 01 y 02 - Punto Lum 03 y 04
E01-03-EE-Bast02,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast03,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast04,Edificio principal,SEU,Energía Eléctrica,Toma
E01-03-EE-Bast05,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast06,Edificio principal,SEU,Energía Eléctrica,Toma
E01-03-EE-Bast07,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast08,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast09,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast10,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast11,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast12,Edificio principal,SEU,Energía Eléctrica,Toma
E01-03-EE-Bast13,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast14,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast15,Edificio principal,SEU,Energía Eléctrica,Toma
E01-03-EE-Bast16,Edificio principal,SEU,Energía Eléctrica,Toma doble
E01-03-EE-Bast17,Edificio principal,SEU,Energía Eléctrica,Toma
E01-03-EE-TabG,Edificio principal,SEU,Energía Eléctrica,Tablero General  
E01-03-EE-TabS01,Edificio principal,SEU,Energía Eléctrica,Tablero Seccional aires acondicionados
E01-03-EE-Var01,Edificio principal,SEU,Energía Eléctrica,Variador velocidad ventilador
E01-03-EE-Vent01,Edificio principal,SEU,Energía Eléctrica,Ventilador techo
E01-03-G-Cal01,Edificio principal,SEU,Gas,Calefactor tiro balanceado
E01-03-Ilum-LE01,Edificio principal,SEU,Iluminación,Luz de emergencia
E01-03-Ilum-Lum01,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum02,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum03,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum04,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum05,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum06,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum07,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-03-Ilum-Lum08,Edificio principal,SEU,Iluminación,2 x Tubo fluorescente 36 W
E01-04-AA-AA01,Edificio principal,Dirección Académica,Aire acondicionado,Aire acondicionado
E01-04-Ce-P01,Edificio principal,Dirección Académica,Cerramiento,Puerta fichero
E01-04-Ce-P02,Edificio principal,Dirección Académica,Cerramiento,Puerta interna
E01-04-Ce-V01,Edificio principal,Dirección Académica,Cerramiento,Ventana docentes
E01-04-Ce-V02,Edificio principal,Dirección Académica,Cerramiento,Ventana pasillo
E01-04-Ce-V03,Edificio principal,Dirección Académica,Cerramiento,Ventana exterior
E01-04-Ce-V04,Edificio principal,Dirección Académica,Cerramiento,Ventana exterior
E01-04-Ed-Gral,Edificio principal,Dirección Académica,Edilicio,General
E01-04-EE-Bast01,Edificio principal,Dirección Académica,Energía Eléctrica,Punto
E01-04-EE-Bast02,Edificio principal,Dirección Académica,Energía Eléctrica,2 x 1 Punto
E01-04-EE-Bast03,Edificio principal,Dirección Académica,Energía Eléctrica,Toma doble
E01-04-EE-TabS,Edificio principal,Dirección Académica,Energía Eléctrica,Tablero seccional
E01-04-EE-Zap01,Edificio principal,Dirección Académica,Energía Eléctrica,Zapatilla 4 bocas
E01-04-EE-Zap02,Edificio principal,Dirección Académica,Energía Eléctrica,Zapatilla 4 bocas
E01-04-EE-Zap03,Edificio principal,Dirección Académica,Energía Eléctrica,Zapatilla 4 bocas
E01-04-EE-Zap04,Edificio principal,Dirección Académica,Energía Eléctrica,Zapatilla 4 bocas
E01-04-G-Cal01,Edificio principal,Dirección Académica,Gas,Calefactor tiro balanceado
E01-04-Ilum-LE01,Edificio principal,Dirección Académica,Iluminación,Luz de emergencia
E01-04-Ilum-Lum01,Edificio principal,Dirección Académica,Iluminación,2 x Dulux 26 W
E01-04-Ilum-Lum02,Edificio principal,Dirección Académica,Iluminación,2 x Dulux 26 W
E01-04-Ilum-Lum03,Edificio principal,Dirección Académica,Iluminación,2 x Dulux 26 W
E01-04-Ilum-Lum04,Edificio principal,Dirección Académica,Iluminación,4 x Tubo fluorescente 36 W
E01-04-Ilum-Lum05,Edificio principal,Dirección Académica,Iluminación,2 x Tubo fluorescente 36 W
E01-04-Ilum-Lum06,Edificio principal,Dirección Académica,Iluminación,4 x Tubo fluorescente 36 W
E01-04-Ilum-Lum07,Edificio principal,Dirección Académica,Iluminación,4 x Tubo fluorescente 36 W
E01-05-AA-AA01,Edificio principal,Departamento alumnos,Aire acondicionado,Aire acondicionado
E01-05-Ce-P01,Edificio principal,Departamento alumnos,Cerramiento,Puerta ingreso
E01-05-Ce-V01,Edificio principal,Departamento alumnos,Cerramiento,Ventana atención Alumnos
E01-05-Ce-V02,Edificio principal,Departamento alumnos,Cerramiento,Ventana interna
E01-05-Ce-V03,Edificio principal,Departamento alumnos,Cerramiento,Ventana exterior
E01-05-Ce-V04,Edificio principal,Departamento alumnos,Cerramiento,Ventana exterior
E01-05-Ed-Gral,Edificio principal,Departamento alumnos,Edilicio,General
E01-05-EE-Bast01,Edificio principal,Departamento alumnos,Energía Eléctrica,3 x 1 Punto
E01-05-EE-Bast02,Edificio principal,Departamento alumnos,Energía Eléctrica,Toma doble
E01-05-EE-Bast03,Edificio principal,Departamento alumnos,Energía Eléctrica,Toma doble
E01-05-EE-Bast04,Edificio principal,Departamento alumnos,Energía Eléctrica,2 x 1 Punto
E01-05-EE-Bast05,Edificio principal,Departamento alumnos,Energía Eléctrica,Punto + Toma
E01-05-EE-Bast06,Edificio principal,Departamento alumnos,Energía Eléctrica,Toma doble
E01-05-EE-Bast07,Edificio principal,Departamento alumnos,Energía Eléctrica,Toma doble
E01-05-EE-Zap01,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-EE-Zap02,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-EE-Zap03,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-EE-Zap04,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-EE-Zap05,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-EE-Zap06,Edificio principal,Departamento alumnos,Energía Eléctrica,Zapatilla 2 bocas
E01-05-G-Cal01,Edificio principal,Departamento alumnos,Gas,Calefactor tiro balanceado
E01-05-Ilum-LE01,Edificio principal,Departamento alumnos,Iluminación,Luz de emergencia
E01-05-Ilum-Lum01,Edificio principal,Departamento alumnos,Iluminación,3 x Tubo fluorescente 36 W
E01-05-Ilum-Lum02,Edificio principal,Departamento alumnos,Iluminación,4 x Tubo fluorescente 36 W
E01-05-Ilum-Lum03,Edificio principal,Departamento alumnos,Iluminación,4 x Tubo fluorescente 36 W
E01-05-Ilum-Lum04,Edificio principal,Departamento alumnos,Iluminación,4 x Tubo fluorescente 36 W
E01-05-Ilum-Lum05,Edificio principal,Departamento alumnos,Iluminación,4 x Tubo fluorescente 36 W
E01-06-AA-AA01,Edificio principal,Apoyo Académico,Aire acondicionado,Aire acondicionado
E01-06-Ce-P01,Edificio principal,Apoyo Académico,Cerramiento,Puerta ingreso
E01-06-Ce-P02,Edificio principal,Apoyo Académico,Cerramiento,Puerta dep alumnos
E01-06-Ce-P03,Edificio principal,Apoyo Académico,Cerramiento,Puerta SAC
E01-06-Ce-V01,Edificio principal,Apoyo Académico,Cerramiento,Ventana exterior
E01-06-Ed-Gral,Edificio principal,Apoyo Académico,Edilicio,General
E01-06-EE-Bast01,Edificio principal,Apoyo Académico,Energía Eléctrica,Punto
E01-06-EE-Bast02,Edificio principal,Apoyo Académico,Energía Eléctrica,Toma doble
E01-06-EE-Bast03,Edificio principal,Apoyo Académico,Energía Eléctrica,Punto + Toma
E01-06-EE-Bast04,Edificio principal,Apoyo Académico,Energía Eléctrica,Toma doble
E01-06-EE-Bast05,Edificio principal,Apoyo Académico,Energía Eléctrica,Toma doble
E01-06-EE-Var01,Edificio principal,Apoyo Académico,Energía Eléctrica,Variador velocidad ventilador
E01-06-EE-Vent01,Edificio principal,Apoyo Académico,Energía Eléctrica,Ventilador techo
E01-06-EE-Zap01,Edificio principal,Apoyo Académico,Energía Eléctrica,Zapatilla 4 bocas
E01-06-G-Cal01,Edificio principal,Apoyo Académico,Gas,Calefactor tiro balanceado
E01-06-Ilum-LE01,Edificio principal,Apoyo Académico,Iluminación,Luz de emergencia
E01-06-Ilum-Lum01,Edificio principal,Apoyo Académico,Iluminación,2 x Tubo fluorescente 36 W
E01-06-Ilum-Lum02,Edificio principal,Apoyo Académico,Iluminación,2 x Tubo fluorescente 36 W
E01-06-Ilum-Lum03,Edificio principal,Apoyo Académico,Iluminación,2 x Tubo fluorescente 36 W
E01-06-Ilum-Lum04,Edificio principal,Apoyo Académico,Iluminación,2 x Tubo fluorescente 36 W
E01-06-Ilum-Lum05,Edificio principal,Apoyo Académico,Iluminación,2 x Tubo fluorescente 36 W
E01-07-AA-AA01,Edificio principal,SAC,Aire acondicionado,Aire acondicionado
E01-07-Ce-P01,Edificio principal,SAC,Cerramiento,Puerta ingreso
E01-07-Ce-P02,Edificio principal,SAC,Cerramiento,Puerta archivo
E01-07-Ce-P03,Edificio principal,SAC,Cerramiento,Puerta exbaño
E01-07-Ce-V01,Edificio principal,SAC,Cerramiento,Ventana exterior
E01-07-Ed-Gral,Edificio principal,SAC,Edilicio,General
E01-07-EE-Bast01,Edificio principal,SAC,Energía Eléctrica,Punto
E01-07-EE-Bast02,Edificio principal,SAC,Energía Eléctrica,Toma doble
E01-07-EE-Bast03,Edificio principal,SAC,Energía Eléctrica,Toma doble
E01-07-EE-Bast04,Edificio principal,SAC,Energía Eléctrica,Toma doble
E01-07-EE-Bast05,Edificio principal,SAC,Energía Eléctrica,Toma doble
E01-07-EE-Bast06,Edificio principal,SAC,Energía Eléctrica,Toma doble
E01-07-EE-Bast07,Edificio principal,SAC,Energía Eléctrica,Punto + Toma
E01-07-EE-Bast08,Edificio principal,SAC,Energía Eléctrica,Punto + Toma
E01-07-EE-TabS,Edificio principal,SAC,Energía Eléctrica,Tablero Seccional
E01-07-G-Cal01,Edificio principal,SAC,Gas,Calefactor tiro balanceado
E01-07-Ilum-Lum01,Edificio principal,SAC,Iluminación,2 x Tubo fluorescente 36 W
E01-07-Ilum-Lum02,Edificio principal,SAC,Iluminación,2 x Tubo fluorescente 36 W
E01-07-Ilum-Lum03,Edificio principal,SAC,Iluminación,Tubo Fluorescente 36 W
E01-07-Ilum-Lum04,Edificio principal,SAC,Iluminación,Tubo Fluorescente 36 W
E01-08-Ce-P01,Edificio principal,Depósito alumnos,Cerramiento,Puerta ingreso
E01-08-Ed-Gral,Edificio principal,Depósito alumnos,Edilicio,General
E01-08-EE-Bast01,Edificio principal,Depósito alumnos,Energía Eléctrica,Punto + Toma
E01-08-Ilum-Lum01,Edificio principal,Depósito alumnos,Iluminación,Tubo Fluorescente 36 W
E01-08-Ilum-Lum02,Edificio principal,Depósito alumnos,Iluminación,Tubo Fluorescente 36 W
E01-08-Ilum-Lum03,Edificio principal,Depósito alumnos,Iluminación,Tubo Fluorescente 36 W
E01-09-Ce-P01,Edificio principal,Depósito Serv. Grales,Cerramiento,Puerta ingreso
E01-09-Ed-Gral,Edificio principal,Depósito Serv. Grales,Edilicio,General
E01-09-EE-Bast01,Edificio principal,Depósito Serv. Grales,Energía Eléctrica,Punto + Toma
E01-09-Ilum-Lum01,Edificio principal,Depósito Serv. Grales,Iluminación,Tubo Fluorescente 36 W
E01-100-AA-AA01,Edificio principal,Secretaría Decanato,Aire acondicionado,Aire acondicionado
E01-100-Ce-P01,Edificio principal,Secretaría Decanato,Cerramiento,Puerta ingreso
E01-100-Ce-P02,Edificio principal,Secretaría Decanato,Cerramiento,Puerta interna
E01-100-Ce-V01,Edificio principal,Secretaría Decanato,Cerramiento,Ventana exterior
E01-100-Ce-V02,Edificio principal,Secretaría Decanato,Cerramiento,Ventana exterior 
E01-100-Ed-Gral,Edificio principal,Secretaría Decanato,Edilicio,General
E01-100-EE-Bast01,Edificio principal,Secretaría Decanato,Energía Eléctrica,Punto
E01-100-EE-Bast02,Edificio principal,Secretaría Decanato,Energía Eléctrica,Toma
E01-100-EE-Bast03,Edificio principal,Secretaría Decanato,Energía Eléctrica,Punto + Toma
E01-100-EE-Zap01,Edificio principal,Secretaría Decanato,Energía Eléctrica,Zapatilla 4 bocas
E01-100-EE-Zap02,Edificio principal,Secretaría Decanato,Energía Eléctrica,Zapatilla 4 bocas
E01-100-EE-Zap03,Edificio principal,Secretaría Decanato,Energía Eléctrica,Zapatilla 4 bocas
E01-100-G-Cal01,Edificio principal,Secretaría Decanato,Gas,Calefactor tiro balanceado
E01-100-Ilum-LE01,Edificio principal,Secretaría Decanato,Iluminación,Luz de emergencia
E01-100-Ilum-Lum01,Edificio principal,Secretaría Decanato,Iluminación,3 x Tubo fluorescente 36 W
E01-100-Ilum-Lum02,Edificio principal,Secretaría Decanato,Iluminación,2 x Tubo fluorescente 36 W
E01-101-AA-AA01,Edificio principal,Decanato,Aire acondicionado,Aire acondicionado
E01-101-Ce-P01,Edificio principal,Decanato,Cerramiento,Puerta ingreso
E01-101-Ce-V01,Edificio principal,Decanato,Cerramiento,Ventana exterior
E01-101-Ed-Gral,Edificio principal,Decanato,Edilicio,General
E01-101-EE-Bast01,Edificio principal,Decanato,Energía Eléctrica,Punto
E01-101-EE-Bast02,Edificio principal,Decanato,Energía Eléctrica,Toma doble
E01-101-EE-Bast03,Edificio principal,Decanato,Energía Eléctrica,Toma
E01-101-EE-Bast04,Edificio principal,Decanato,Energía Eléctrica,Toma doble
E01-101-EE-Bast05,Edificio principal,Decanato,Energía Eléctrica,Toma
E01-101-EE-Zap01,Edificio principal,Decanato,Energía Eléctrica,Zapatilla 5 bocas
E01-101-EE-Zap02,Edificio principal,Decanato,Energía Eléctrica,Zapatilla 5 bocas
E01-101-G-Cal01,Edificio principal,Decanato,Gas,Calefactor tiro balanceado
E01-101-Ilum-LE01,Edificio principal,Decanato,Iluminación,Luz de emergencia
E01-101-Ilum-Lum01,Edificio principal,Decanato,Iluminación,2 x Tubo fluorescente 36 W
E01-101-Ilum-Lum02,Edificio principal,Decanato,Iluminación,2 x Tubo fluorescente 36 W
E01-101-Ilum-Lum03,Edificio principal,Decanato,Iluminación,2 x Tubo fluorescente 36 W
E01-101-Ilum-Lum04,Edificio principal,Decanato,Iluminación,2 x Tubo fluorescente 36 W
E01-102-AA-AA01,Edificio principal,Secretaría General,Aire acondicionado,Aire acondicionado
E01-102-Ce-P01,Edificio principal,Secretaría General,Cerramiento,Puerta ingreso
E01-102-Ce-P02,Edificio principal,Secretaría General,Cerramiento,Puerta interna 
E01-102-Ce-V01,Edificio principal,Secretaría General,Cerramiento,Ventana exterior
E01-102-Ed-Gral,Edificio principal,Secretaría General,Edilicio,General
E01-102-EE-Bast01,Edificio principal,Secretaría General,Energía Eléctrica,2 x 1 Punto
E01-102-EE-Bast02,Edificio principal,Secretaría General,Energía Eléctrica,Toma doble
E01-102-EE-Bast03,Edificio principal,Secretaría General,Energía Eléctrica,Toma
E01-102-EE-Bast04,Edificio principal,Secretaría General,Energía Eléctrica,Toma doble
E01-102-EE-Bast05,Edificio principal,Secretaría General,Energía Eléctrica,Toma doble
E01-102-EE-TabS,Edificio principal,Secretaría General,Energía Eléctrica,Tablero Seccional aires acondicionados
E01-102-EE-Var01,Edificio principal,Secretaría General,Energía Eléctrica,Variador velocidad ventilador
E01-102-EE-Vent01,Edificio principal,Secretaría General,Energía Eléctrica,Ventilador techo
E01-102-G-Cal01,Edificio principal,Secretaría General,Gas,Calefactor tiro balanceado
